1,1547.517
2,1544.293
3,1389.594
4,1382.498
5,1365.172
6,1344.898
7,1317.592
8,1309.666
9,1308.494
10,1302.436
11,1299.771
12,1295.152
13,1286.433
14,1284.575
15,1281.558
16,1278.78
17,1265.059
18,1261.415
19,1258.12
20,1253.85
21,1248.002
22,1241.935
23,1240.613
24,1237.147
25,1235.937
26,1235.391
27,1234.623
28,1232.345
29,1230.079
30,1227.594
31,1227.485
32,1227.045
33,1219.753
34,1217.227
35,1214.977
36,1213.865
37,1213.6
38,1208.705
39,1208.466
40,1206.079
41,1202.097
42,1198.416
43,1197.08
44,1194.529
45,1193.059
46,1188.301
47,1187.837
48,1186.866
49,1182.701
50,1182.636
51,1180.198
52,1177.866
53,1174.77
54,1173.712
55,1173.327
56,1172.478
57,1167.831
58,1166.817
59,1166.654
60,1166.212
61,1164.221
62,1163.562
63,1163.067
64,1162.53
65,1161.902
66,1161.302
67,1161.083
68,1158.761
69,1158.432
70,1157.315
71,1156.342
72,1154.576
73,1154.48
74,1153.478
75,1153.467
76,1152.746
77,1152.532
78,1152.318
79,1150.565
80,1148.904
81,1148.259
82,1145.77
83,1141.94
84,1141.054
85,1140.774
86,1138.847
87,1138.748
88,1138.532
89,1138.503
90,1137.803
91,1137.322
92,1136.923
93,1136.075
94,1134.878
95,1133.78
96,1133.734
97,1133.18
98,1133.153
99,1132.602
100,1128.342
101,1128.086
102,1127.756
103,1127.61
104,1127.106
105,1125.837
106,1125.558
107,1124.887
108,1124.355
109,1123.408
110,1123.403
111,1122.334
112,1121.886
113,1121.282
114,1120.889
115,1120.25
116,1119.762
117,1119.243
118,1118.611
119,1117.651
120,1116.859
121,1116.597
122,1116.573
123,1115.238
124,1113.753
125,1112.46
126,1111.44
127,1111.352
128,1111.322
129,1110.634
130,1109.711
131,1108.155
132,1107.648
133,1106.845
134,1106.789
135,1106.633
136,1105.406
137,1104.624
138,1103.985
139,1103.778
140,1103.429
141,1103.138
142,1102.75
143,1101.966
144,1101.74
145,1101.629
146,1099.748
147,1099.685
148,1099.673
149,1099.209
150,1099.163
151,1098.168
152,1098.152
153,1097.265
154,1097.125
155,1097.037
156,1096.088
157,1095.382
158,1095.296
159,1094.846
160,1094.15
161,1092.562
162,1092.139
163,1091.921
164,1091.402
165,1091.22
166,1090.401
167,1089.7
168,1089.283
169,1088.556
170,1087.964
171,1087.1
172,1085.477
173,1084.782
174,1083.357
175,1083.133
176,1082.817
177,1082.349
178,1082.17
179,1081.366
180,1081.224
181,1081.092
182,1080.672
183,1080.507
184,1080.184
185,1080.168
186,1079.693
187,1079.49
188,1079.008
189,1078.739
190,1078.105
191,1077.772
192,1076.823
193,1076.82
194,1076.274
195,1076.228
196,1075.987
197,1075.022
198,1074.252
199,1073.362
200,1073.312
201,1073.074
202,1072.978
203,1072.661
204,1070.528
205,1069.811
206,1069.379
207,1068.005
208,1067.166
209,1067.007
210,1066.741
211,1065.405
