735,2647.41068545
1431,3436.20205715
1149,4105.5078759
713,4399.40564211
1521,3377.14787368
1851,3123.57809226
887,4853.20097571
107,3938.31161641
1701,4972.89355344
1447,5639.72162129
1909,5942.88599736
1397,2246.35997153
909,2483.46339642
17,3568.69972243
973,2496.31882105
39,3042.15273343
393,4769.89323193
1637,4242.57172571
1183,4256.31064267
1659,4278.82062715
757,3965.76460169
839,4311.33383512
83,4730.56642912
777,3609.19281206
299,5336.66532252
37,3493.13148468
589,2680.01445541
889,3724.50399352
1375,3411.62674429
463,4163.76991812
503,4468.01590473
47,3115.51482393
1167,3029.08349436
703,4705.29648568
1601,3155.90400964
923,3668.03675705
423,3349.05888445
405,3629.04897887
1157,2796.12146418
847,3939.52018499
819,2959.6303773
959,6278.9898976
1869,4547.59269973
371,5427.76417576
1095,6331.51727711
1751,3351.42901345
1891,4510.33160335
337,3174.43223548
573,3325.02767222
325,3476.86039497
1123,2543.07212743
1987,3892.94783786
71,6463.22640344
797,2902.37656701
217,4179.83385072
29,3044.57875734
1563,3310.31449849
747,3835.4467377
123,4334.99136853
1771,4059.67121277
937,3307.04806631
1761,4970.51477003
19,4523.06916288
1489,4259.28130459
1529,3534.09959735
943,5292.34135266
1585,3434.95167289
869,2815.81412248
831,4232.05444498
815,4970.425863
51,3625.05836918
1553,3996.74296371
1797,6208.81713755
377,4798.00405433
245,4817.67036535
1323,4576.67912993
1993,4693.58693576
1807,5879.36013562
711,3324.16396583
1247,3285.66601134
1905,5932.0039522
1187,3997.93375672
647,2881.23899323
791,3190.21714351
1827,4693.19621662
231,4058.00866364
1371,3464.50862818
233,5046.60632776
635,4075.12050801
1125,2533.59195044
787,3295.58306044
1355,3362.97955415
675,4708.95174622
1745,3555.98463541
271,3407.01703259
1337,2760.35083786
1005,5216.20580982
841,3607.99224729
213,2984.05442187
575,3495.37035349
729,3863.87851797
181,3023.50283149
345,4592.60271405
379,3472.91614718
449,3511.64451768
1267,3112.54175879
1133,3030.16783026
1561,3872.73341424
505,4869.8654825
1955,4952.2562711
1289,2982.14043831
1927,3794.34199324
389,5131.04481908
1221,3594.02200358
1041,3963.87588596
967,4700.29882852
639,3194.56050304
361,3877.35546647
315,4279.72505236
1275,6328.06200841
1527,5738.43805062
27,4952.96451344
975,3893.8594788
303,5026.60761111
907,5491.22724324
1943,4607.30456794
695,4746.11545868
771,6219.66218061
61,4362.7465335
11,3155.01012588
1799,3703.41231953
473,3407.37541673
1589,3555.62256383
861,3877.1164951
435,4865.22271582
1631,4581.93630601
1053,6044.79638001
579,2432.55617263
1391,4404.55009315
205,2098.34409345
1533,3700.09171097
659,4874.53279926
731,5716.38895768
1681,3717.90005654
131,3852.19347172
375,3786.10168706
1411,4909.94616862
447,3785.28358105
81,4753.25461598
1675,4741.59727846
559,4699.66999622
445,3071.44775489
541,3294.59725416
1545,3667.56501849
801,4858.82789742
155,4195.9545716
945,4645.03047694
411,3824.36925646
1419,4159.08261452
661,5991.30838468
871,4271.98385623
235,3843.12972412
41,2708.0170063
1873,4931.61103334
1027,3611.83069829
1401,4634.64558225
633,3549.6595195
1271,3285.45573308
1729,3682.49095119
451,4349.87789052
761,3375.64941715
1065,4102.71865269
581,3314.37160973
857,4953.36087942
1753,3928.25965013
527,4993.8400437
409,3271.36706351
1265,4967.4681217
1309,3948.08987156
399,2136.09112587
807,3562.91730562
1481,3253.51717313
1339,6093.14566661
1249,4726.17511462
487,3082.75369064
1733,2552.28510529
1245,4149.6307753
1335,5687.09735991
329,4375.81026529
127,3793.31452178
1459,3396.95358165
1639,5130.26538657
837,4633.5700679
971,6742.93695687
769,3292.15868022
1945,5411.40434009
961,3481.42295491
1509,3733.72704893
261,3939.20165851
1175,4264.21983577
1539,4377.37579868
551,3282.84616053
1403,2869.73621357
1215,4731.30118571
465,4162.97060188
1693,4100.02904399
949,3632.00722514
895,2916.91126918
1097,3505.7199807
113,3142.45366275
481,3732.52074088
313,2247.13082772
1929,5272.35291862
547,3407.55142553
413,2831.70838647
1263,4604.62487908
707,2949.47120659
1379,4115.70302241
655,4123.99127466
1769,4454.41610735
987,3775.90600354
1619,4067.50601316
1389,3721.67885507
281,2957.30723402
817,3315.07097831
1777,3593.86411032
1015,4400.85017974
1717,3116.15923676
569,4384.23081031
1037,3781.42292208
355,3406.4466106
1957,4175.14644221
1743,3655.46310236
1759,4242.07163097
1405,2737.72700382
783,4033.57286563
1039,2413.61873648
1103,2122.21010977
1773,4614.43042839
1541,3236.69931886
1645,4168.87244456
1211,4697.98944852
781,2599.28566585
211,4468.70908644
1079,2462.03699785
1841,4138.18067952
111,4852.99563647
1441,3352.09816608
1713,3972.38850237
1319,5203.93039669
1477,6620.24922722
899,3576.81114704
507,4135.17134678
1151,3978.11742449
1867,3563.25610113
1633,3764.63356873
1071,5640.79282667
1499,3633.51665751
1581,5404.3251978
997,4441.01622163
143,3405.61404389
953,6372.90925035
1087,6578.55233021
719,2678.84869635
1007,2348.30948066
175,3090.48432093
363,3064.77839415
809,4433.27846893
891,3489.87120022
725,4676.75134343
1433,4613.30908332
849,4708.04217764
1687,2786.6483519
1847,3601.95368823
455,5173.44943599
495,5401.65899931
1385,3634.86386673
1903,3951.05991228
191,3037.5875136
333,4412.62074753
1049,2922.31952598
1115,4450.10032731
7,2515.67941716
1143,4279.20318343
93,3414.10229486
215,4129.6699972
693,3930.2484795
555,4464.58060595
479,3704.64135456
1829,5829.63394009
161,3074.31815286
85,4029.85054454
1119,4197.5269067
163,2906.67664202
1981,5014.13918846
941,4663.14861781
1443,4211.62154117
825,3503.79000983
595,2584.5747308
501,4142.39148058
1311,4158.9576618
1209,2460.20257041
117,5076.26103796
185,2745.68511154
1677,5402.42906484
1857,3827.93163796
391,3358.93572452
743,5442.12138785
359,3824.51870892
301,3582.94590256
187,3431.34502376
1843,4696.54489047
323,3626.23448374
1547,5015.66898415
1475,3765.64828833
243,3498.4228413
249,3988.18207703
1057,4321.57176185
1073,6255.8769068
1665,4488.62174591
515,4171.12465023
1833,3593.15689987
1515,3839.03163491
785,3455.73818791
1535,4757.75406145
193,3582.9170172
619,3933.31563375
499,4684.08885064
1089,3582.52292035
1939,2447.12135918
1331,2639.1786734
1387,4483.93409666
603,3595.43986107
1915,5611.30652198
297,3155.680457
1893,5886.98140256
775,5058.54231842
247,2129.98947085
165,2895.63155536
1587,4944.5790087
1513,4263.32875905
103,2666.47390803
219,3542.22181719
1889,4754.25723243
627,3382.54523561
33,4908.55708131
1855,3782.11642179
827,3468.51784321
171,2789.25888006
1373,3211.35283183
1617,4254.51860976
453,3911.5387651
753,2585.11418695
1147,3152.93979837
1765,4332.97012787
1801,4327.02054507
625,2073.96526244
145,6270.36436943
369,3753.37428097
1347,4275.03933012
87,3484.66302364
607,2001.71953983
1607,3991.01510396
1825,3899.29297428
1603,2709.18599181
587,3737.56765696
265,4974.933551
49,3438.17895157
1595,4245.92605574
15,3622.12572251
1501,4409.1428326
1471,3809.3922547
491,3270.84126401
609,3338.70564217
1635,4184.72549011
349,3851.43555569
471,4259.79277419
1881,3887.448269
1287,4269.18352377
715,4232.13808543
335,3517.65543225
1973,4038.11701034
1325,3655.41282423
99,3463.73628411
991,3372.90162902
667,3694.23698926
577,3748.54780871
1983,2970.4357962
1887,4829.67039593
387,4017.25532912
1117,4107.65204677
1349,3772.20921349
1785,4255.87610396
1853,4067.60350289
513,3406.40919752
1313,3072.65755504
1689,4979.31441869
475,4657.01055837
287,3273.71534781
273,3551.14568812
1783,5686.00493145
1497,3020.43308852
1593,4661.69063365
1571,4453.6801593
859,4283.84277493
1407,3846.31440856
1579,4129.68686811
1421,2393.13039876
509,5744.8980424
469,3401.50536739
1877,6494.09047472
1413,4571.40014321
793,3647.91529797
9,2823.83507166
913,3160.37382163
425,3678.08980467
135,3510.11889146
683,3612.60490278
885,3038.88970253
237,4693.08592576
1511,5662.29581144
1695,4751.34731326
567,2798.02138765
1577,3880.45335095
1199,4546.31986271
197,3636.24557761
331,3371.20087718
917,3110.77263993
571,3522.22467808
1963,3200.12801926
1969,4884.82003598
1583,5543.61024784
1415,3241.10309459
429,2655.48502188
905,2213.6919824
951,3326.21056888
1919,4356.05150749
1543,3696.85647183
1009,4121.52892502
403,5026.76377616
1811,3541.62039421
1719,3014.36502994
1487,3998.56105095
677,4130.42588122
95,3344.85409655
977,3449.96982301
69,4473.37062267
875,3855.12617469
539,3465.34431878
311,4982.66638892
759,3529.73434789
31,3135.22645371
1213,4530.15795918
1755,5231.30724412
1599,3117.72294023
1233,4120.90179069
339,2740.53453985
1551,3900.94949431
1395,4969.56766429
263,4291.94299275
257,3549.8261433
1997,4171.19373117
1503,5095.90345707
1933,4853.49775282
415,4821.85832163
983,4012.05494958
1207,4485.43034378
1947,2210.75467825
67,3549.3655927
1045,3468.76420135
253,3439.64233176
1229,5002.11910425
1683,4352.17803849
851,3318.50729169
1831,5671.83772057
1835,5006.4713455
855,6211.33422873
1491,3251.1556483
1451,3062.35549078
295,5881.02621821
1749,4223.90382297
